id,no,name,team,season,yr,pos,g,pa,ab,r,h,x2b,x3b,hr,rbi,bb,so,sb,cs,avg,obp,slg,hbp,sf,sh,tb,xbh,gdp,go,fo,go_fo
gajewga01,18,Garrett  Gajewski,AUR,2012,So,OF,7,9,9,1,2,2,0,0,2,0,1,0,0,0.222,0.222,0.444,0,0,0,4,2,0,2,3,0.67
galovch01,9,Chris  Galovic,AUR,2010,So,OF,3,5,3,1,0,0,0,0,1,0,1,0,0,0.0,0.4,0.0,2,0,0,0,0,0,1,1,1.0
gamerad01,37,Adrian  Gameros,ROCK,2013,Jr,OF,22,73,61,11,12,2,0,0,5,6,10,5,1,0.197,0.286,0.23,2,1,3,14,2,0,20,18,1.11
gamerad01,2,Adrian  Gameros,ROCK,2014,Sr,OF,24,82,70,9,18,1,1,1,11,6,18,0,0,0.257,0.338,0.343,3,1,2,24,3,0,14,22,0.64
ganthry01,2,Ryan  Ganther,CUC,2012,So,P,8,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0
garcike01,4,Kevin  Garcia,CUC,2016,So,2B,2,3,2,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0,0,0,0,0,0,1,1,1.0
garcike01,4,Kevin  Garcia,CUC,2017,Jr,2B,26,80,64,14,14,1,0,2,11,9,13,7,2,0.219,0.321,0.328,2,3,2,21,3,2,11,28,0.39
gardnmi01,19,Mitch  Gardner,MAR,2012,Sr,P,9,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,
garnesp01,6,Spencer  Garnett,CUW,2017,Fr,UT,13,39,36,4,12,2,1,0,6,3,3,2,0,0.333,0.385,0.444,0,0,0,16,3,1,16,5,3.2
garrech01,5,Chris  Garrett,BEN,2011,Fr,,4,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,1,3.0
garrech01,5,Chris  Garrett,BEN,2012,So,INF/OF,14,7,6,4,1,1,0,0,1,0,1,1,0,0.167,0.143,0.333,0,1,0,2,1,0,2,3,0.67
garrech01,5,Chris  Garrett,BEN,2013,Jr,,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,
garrech01,5,Chris  Garrett,BEN,2014,Sr,UT,3,4,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,1,0,0,1,2,0.5
garrija01,2,Jason  Garrison,MARN,2010,So,2B,28,121,100,25,27,4,0,0,10,18,15,14,0,0.27,0.397,0.31,3,0,0,31,4,1,21,32,0.66
garrija01,2,Jason  Garrison,MARN,2011,Jr,2B,27,106,84,16,27,6,0,0,6,19,14,12,4,0.321,0.462,0.393,3,0,0,33,6,1,21,20,1.05
garrija01,2,Jason  Garrison,MARN,2012,Sr,2B,31,124,108,15,32,4,0,0,8,10,9,15,4,0.296,0.382,0.333,5,0,1,36,4,5,32,32,1.0
garvech01,53,Chris  Garvey,DOM,2010,So,,14,33,27,5,6,0,0,1,5,4,10,0,0,0.222,0.364,0.333,2,0,0,9,1,1,6,4,1.5
garvech01,23,Chris  Garvey,DOM,2012,Sr,C,42,143,130,12,29,6,1,0,15,6,34,4,2,0.223,0.262,0.285,2,3,2,37,7,0,21,43,0.49
garvech01,53,Christopher  Garvey,DOM,2011,Jr,,16,43,39,5,6,1,0,0,6,4,18,0,0,0.154,0.233,0.179,0,0,0,7,1,1,7,6,1.17
garveke01,7,Kevin  Garvey,CUC,2014,Fr,OF,15,2,2,2,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0
garveke01,7,Kevin  Garvey,CUC,2015,So,OF,19,6,6,7,0,0,0,0,0,0,3,5,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,
garveke01,7,Kevin  Garvey,CUC,2016,Jr,OF,20,4,4,10,2,1,0,0,0,0,1,8,1,0.5,0.5,0.75,0,0,0,3,1,0,0,1,
garveke01,7,Kevin  Garvey,CUC,2017,Sr,OF,38,115,93,27,25,2,1,2,12,14,31,20,2,0.269,0.366,0.376,2,3,3,35,5,0,13,25,0.52
gausmdy01,4,Dylan  Gausman,CUW,2014,Fr,P/3B,24,30,28,3,8,1,0,0,6,1,5,0,0,0.286,0.31,0.321,0,0,1,9,1,1,9,6,1.5
gausmdy01,22,Dylan  Gausman,CUW,2015,So,P/3B,16,6,5,2,3,1,0,0,0,0,0,0,0,0.6,0.667,0.8,1,0,0,4,1,0,0,2,
gavicca01,17,Callen  Gavic,EDG,2015,Fr,1B/P,16,48,37,3,11,2,0,1,11,7,8,0,0,0.297,0.383,0.432,0,3,1,16,3,1,13,6,2.17
gavicca01,17,Callen  Gavic,EDG,2016,So,1B,27,88,76,5,23,3,0,1,14,10,13,1,1,0.303,0.379,0.382,0,1,1,29,4,0,24,18,1.33
gavicca01,17,Callen  Gavic,EDG,2017,Jr,1B,28,102,87,13,22,1,0,0,5,4,10,0,1,0.253,0.33,0.264,7,2,2,23,1,5,28,28,1.0
gavinst01,15,Steve  Gavin,EDG,2016,So,P/INF,33,93,75,10,12,4,0,0,7,10,13,1,1,0.16,0.276,0.213,2,0,6,16,4,0,34,21,1.62
gehael01,25,Eli  Geha,DOM,2014,Fr,3B,5,5,4,0,1,0,0,0,2,0,3,0,0,0.25,0.2,0.25,0,1,0,1,0,0,0,1,
gehael01,25,Eli  Geha,DOM,2015,So,3B,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,
gehael01,25,Eli  Geha,DOM,2016,Jr,1B,5,10,7,2,1,0,0,0,1,2,3,0,0,0.143,0.4,0.143,1,0,0,1,0,0,2,0,
gehael01,31,Eli  Geha,DOM,2017,Sr,1B,8,12,10,3,2,0,0,0,2,0,3,0,0,0.2,0.333,0.2,2,0,0,2,0,0,2,3,0.67
geilry01,22,Ryan  Geil,MSOE,2012,Fr,1B/P,35,137,123,15,37,7,0,1,19,7,16,0,0,0.301,0.353,0.382,3,0,4,47,8,7,43,26,1.65
geiset01,1,Ethan  Geis,WLC,2010,Jr,,25,71,65,17,21,5,0,2,13,3,17,6,0,0.323,0.362,0.492,1,0,2,32,7,2,18,10,1.8
geiset01,1,Ethan  Geis,WLC,2011,Sr,UT,36,139,124,22,37,12,0,2,23,9,38,12,3,0.298,0.37,0.444,5,0,1,55,14,3,19,27,0.7
gellity01,4,Ty  Gellinger,MAR,2013,So,OF,33,149,118,23,34,9,1,0,27,18,15,4,2,0.288,0.404,0.381,7,3,3,45,10,5,39,31,1.26
gellity01,4,Ty  Gellinger,MAR,2014,Jr,OF,33,141,110,26,37,10,2,1,19,16,25,5,3,0.336,0.432,0.491,4,2,9,54,13,7,28,26,1.08
gellity01,4,Ty  Gellinger,MAR,2015,Sr,OF,36,161,127,31,42,8,2,1,18,23,20,5,1,0.331,0.456,0.449,7,1,3,57,11,2,34,34,1.0
georgiv01,33,Ivan  Georgelos,BEN,2016,Fr,,9,2,2,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,
gerscje01,21,Jeff  Gersch,AUR,2015,Jr,OF,43,189,169,37,55,6,1,0,25,13,34,4,5,0.325,0.385,0.373,4,1,2,63,7,2,50,25,2.0
gierth01,6,Thomas  Gier,CUC,2011,Fr,3B,39,162,134,24,54,7,0,0,25,16,7,1,0,0.403,0.494,0.455,10,2,0,61,7,5,34,37,0.92
gierth01,6,Thomas  Gier,CUC,2012,So,3B,3,13,11,2,3,0,0,0,1,2,1,0,0,0.273,0.385,0.273,0,0,0,3,0,1,6,1,6.0
gierth01,6,Thomas  Gier,CUC,2013,Jr,3B,43,192,165,31,59,13,2,2,44,15,13,0,1,0.358,0.443,0.497,11,1,0,82,17,7,44,45,0.98
gierth01,6,Thomas  Gier,CUC,2014,Sr,1B/DH,20,82,64,18,18,4,0,0,9,8,12,2,0,0.281,0.439,0.344,10,0,0,22,4,1,23,10,2.3
gierth01,6,Thomas  Gier,CUC,2015,Sr,DH/1B,37,127,100,17,25,3,0,2,22,8,12,1,1,0.25,0.394,0.34,17,2,0,34,5,3,38,21,1.81
gillese01,14,Sean  Gillette,ROCK,2010,Fr,,18,56,43,12,12,1,2,0,10,10,8,0,0,0.279,0.446,0.395,3,0,0,17,3,3,9,11,0.82
gillese01,14,Sean  Gillette,ROCK,2011,So,,10,16,11,1,2,0,0,0,2,0,4,0,0,0.182,0.438,0.182,5,0,0,2,0,0,3,1,3.0
gillese01,14,Sean  Gillette,ROCK,2012,Fr,P/INF,16,1,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,0,2,1,0,0,0,
gillise01,29,Sean  Gilligan,LAK,2011,Fr,,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0
gillise01,29,Sean  Gilligan,LAK,2012,So,C,4,11,10,3,4,0,0,0,0,1,0,1,0,0.4,0.455,0.4,0,0,0,4,0,0,4,2,2.0
gilpijo01,2,Joe  Gilpin,MSOE,2017,Fr,P/OF,13,34,28,5,10,1,0,0,6,5,7,2,0,0.357,0.471,0.393,1,0,0,11,1,1,10,1,10.0
gilreco01,9,Colin  Gilreath,BEN,2010,Sr,OF,32,126,103,26,35,6,1,5,34,18,27,1,0,0.34,0.452,0.563,4,1,0,58,12,1,19,20,0.95
gindvti01,20,Tim  Gindville,BEN,2010,Fr,3B,32,106,88,12,29,4,1,0,27,9,10,0,1,0.33,0.419,0.398,6,2,1,35,5,3,29,21,1.38
gindvti01,20,Tim  Gindville,BEN,2011,So,,37,130,100,13,26,5,0,0,23,7,18,0,0,0.26,0.362,0.31,13,7,3,31,5,5,32,34,0.94
gindvti01,20,Tim  Gindville,BEN,2012,Jr,1B,25,75,67,13,24,4,1,2,19,4,5,0,0,0.358,0.413,0.537,3,1,0,36,7,3,19,20,0.95
gindvti01,20,Tim  Gindville,BEN,2013,Sr,,30,73,62,7,23,2,0,0,9,7,6,0,0,0.371,0.452,0.403,3,1,0,25,2,0,11,21,0.52
gipsobr01,35,Brandon  Gipson,BEN,2015,Fr,,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,
gipsobr01,35,Brandon  Gipson,BEN,2016,So,,38,164,144,12,41,1,1,0,31,14,19,6,3,0.285,0.366,0.306,5,1,0,44,2,3,38,42,0.9
gipsobr01,35,Brandon  Gipson,BEN,2017,Jr,,26,79,68,9,11,3,0,0,5,9,6,0,0,0.162,0.278,0.206,2,0,0,14,3,1,19,29,0.66
gitelju01,25,Justin  Gitelis,ROCK,2015,So,1B,5,7,6,0,1,0,0,0,0,0,3,0,0,0.167,0.286,0.167,1,0,0,1,0,0,1,1,1.0
glaesbr01,33,Brandon  Glaeser,LAK,2014,So,SS,10,20,18,1,3,0,0,0,1,2,7,1,0,0.167,0.25,0.167,0,0,0,3,0,0,5,4,1.25
glaesbr01,33,Brandon  Glaeser,LAK,2015,Jr,SS,27,79,72,8,12,0,0,0,5,5,25,5,0,0.167,0.231,0.167,1,0,1,12,0,2,16,15,1.07
glaesbr01,33,Brandon  Glaeser,LAK,2016,Sr,SS,29,112,96,16,25,5,0,0,13,14,19,4,1,0.26,0.355,0.313,0,0,2,30,5,5,30,20,1.5
glasesh01,20,Shawn  Glasel,WLC,2010,Sr,,20,56,53,7,17,1,0,1,6,2,7,1,1,0.321,0.345,0.396,0,0,1,21,2,1,15,14,1.07
glennda01,5,Dan  Glennon,BEN,2010,Sr,OF,12,14,12,3,2,0,0,0,0,2,3,0,0,0.167,0.286,0.167,0,0,0,2,0,1,4,3,1.33
gliffto01,33,Tony  Gliffe,AUR,2010,Fr,,4,13,13,1,3,3,0,0,4,0,5,0,0,0.231,0.231,0.462,0,0,0,6,3,0,1,3,0.33
glossja01,33,Jack  Glosson,CUC,2016,Fr,OF,6,3,2,1,1,0,0,0,0,1,1,0,1,0.5,0.667,0.5,0,0,0,1,0,0,0,0,
gnipper01,7,Eric  Gnippe,ROCK,2015,Jr,C,16,40,35,2,13,3,0,0,10,2,6,0,0,0.371,0.45,0.457,3,0,0,16,3,5,9,6,1.5
gnipper01,7,Eric  Gnippe,ROCK,2016,Sr,C,16,48,39,4,8,1,0,0,7,3,7,3,0,0.205,0.326,0.231,4,0,2,9,1,2,17,6,2.83
godfrse01,5,Seth  Godfrey,AUR,2015,Fr,IF,13,36,28,2,4,2,0,0,1,6,7,0,0,0.143,0.314,0.214,1,0,1,6,2,1,11,7,1.57
gonrike01,26,Kevin  Gonring,CUW,2012,Fr,C/IF,21,46,38,1,5,2,0,0,6,5,13,0,0,0.132,0.222,0.184,0,2,1,7,2,0,13,10,1.3
gonsobo01,35,Bobby  Gonsoulin,ROCK,2010,Sr,,13,3,3,0,1,0,1,0,2,0,0,0,0,0.333,0.333,1.0,0,0,0,3,1,0,2,0,
gordoar01,29,Armond  Gordon,MAR,2011,Fr,,3,2,1,1,1,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,
gorsuja01,3,Jacob  Gorsuch,ROCK,2013,Jr,OF,39,152,134,15,28,5,0,0,15,4,24,8,1,0.209,0.272,0.246,8,1,5,33,5,1,47,31,1.52
gorsuja01,3,Jacob  Gorsuch,ROCK,2014,Sr,OF/P,30,88,74,12,17,2,0,0,7,10,18,6,0,0.23,0.337,0.257,2,0,2,19,2,2,18,19,0.95
gorsuja01,37,Jake  Gorsuch,ROCK,2011,Fr,,16,28,22,7,5,0,0,0,4,3,8,2,0,0.227,0.308,0.227,0,1,2,5,0,0,5,5,1.0
gorsuja01,37,Jake  Gorsuch,ROCK,2012,So,C/INF,23,91,73,14,19,4,1,0,14,10,13,4,0,0.26,0.371,0.342,4,2,2,25,5,0,25,15,1.67
gorsumi01,9,Mitchell  Gorsuch,ROCK,2015,So,3B/2B/C,21,58,51,4,12,2,0,0,6,6,12,0,1,0.235,0.328,0.275,1,0,0,14,2,1,12,13,0.92
gorsumi01,9,Mitchell  Gorsuch,ROCK,2016,Jr,INF/OF,24,72,64,1,10,1,0,1,6,7,14,1,0,0.156,0.239,0.219,0,0,1,14,2,2,17,22,0.77
gorsumi01,9,Mitchell  Gorsuch,ROCK,2017,Sr,INF,36,129,114,21,35,6,0,1,19,10,17,0,0,0.307,0.38,0.386,4,1,0,44,7,3,24,35,0.69
goschla01,11,Landon  Gosch,MAR,2017,Fr,OF,2,4,3,0,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0,0,0,0,0,0,1,1,1.0
gowinma01,1,Matt  Gowin,WLC,2012,Fr,OF,20,45,36,6,8,0,0,0,1,7,8,2,0,0.222,0.349,0.222,0,0,2,8,0,0,15,5,3.0
gowinma01,1,Matt  Gowin,WLC,2013,So,OF/LHP,21,50,39,8,10,1,0,0,7,10,5,1,2,0.256,0.408,0.282,0,0,1,11,1,0,10,14,0.71
grabobr01,7,Bryan  Grabowski,ROCK,2013,Jr,3B,14,64,58,8,15,0,0,0,5,6,7,0,0,0.259,0.328,0.259,0,0,0,15,0,2,16,17,0.94
grabobr01,7,Bryan  Grabowski,ROCK,2014,Sr,3B/OF,25,82,73,6,14,2,0,0,10,6,12,0,0,0.192,0.28,0.219,3,0,0,16,2,4,26,20,1.3
grahabr01,25,Brandon  Graham,AUR,2013,Fr,OF,10,12,12,6,4,1,0,1,4,0,2,0,0,0.333,0.333,0.667,0,0,0,8,2,0,2,4,0.5
grahabr01,25,Brandon  Graham,AUR,2014,So,OF,14,38,36,5,10,1,0,0,5,0,9,1,0,0.278,0.316,0.306,2,0,0,11,1,2,14,3,4.67
granafe01,9,Felipe  Granada,AUR,2013,Fr,OF,4,6,4,2,0,0,0,0,0,1,3,0,0,0.0,0.333,0.0,1,0,0,0,0,0,0,1,
granafe01,9,Felipe  Granada,AUR,2014,So,OF,5,16,15,1,1,0,0,0,1,1,7,0,0,0.067,0.125,0.067,0,0,0,1,0,1,6,1,6.0
grannto01,41,Tony  Grannis,MAR,2012,Fr,INF,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,
grannto01,41,Tony  Grannis,MAR,2013,So,INF,5,19,14,6,3,0,2,0,3,5,1,1,0,0.214,0.421,0.5,0,0,0,7,2,0,5,2,2.5
grannto01,5,Tony  Grannis,MAR,2014,So,INF,32,129,109,22,41,7,0,0,25,16,13,4,2,0.376,0.461,0.44,2,1,1,48,7,2,40,15,2.67
grannto01,5,Tony  Grannis,MAR,2015,Jr,INF,40,180,150,47,63,17,0,1,29,26,19,7,1,0.42,0.514,0.553,3,0,1,83,18,5,46,18,2.56
grannto01,5,Tony  Grannis,MAR,2016,Sr,UT,40,176,154,21,47,10,2,0,24,15,16,6,4,0.305,0.379,0.396,4,1,2,61,12,6,55,32,1.72
grecofr01,23,Frank  Greco,BEN,2016,Fr,,17,17,15,3,2,0,0,1,4,0,3,2,0,0.133,0.235,0.333,2,0,0,5,1,0,5,5,1.0
greenda01,24,David  Green,LAK,2012,So,INF/P,6,5,3,1,0,0,0,0,0,2,1,0,0,0.0,0.4,0.0,0,0,0,0,0,0,1,1,1.0
greenda01,24,David  Green,LAK,2013,Jr,OF,6,4,4,1,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
greenda01,24,David  Green,LAK,2014,Sr,OF,16,40,36,5,3,2,0,0,4,4,11,2,0,0.083,0.175,0.139,0,0,0,5,2,0,10,10,1.0
greenri01,15,Richie  Green,DOM,2012,Fr,DH,32,113,94,16,25,3,0,0,10,10,24,16,3,0.266,0.364,0.298,5,1,3,28,3,3,24,23,1.04
greenri01,1,Richie  Green,DOM,2013,So,,35,121,99,13,23,6,0,0,17,5,31,4,3,0.232,0.347,0.293,13,1,3,29,6,1,24,21,1.14
greenri01,1,Richie  Green,DOM,2014,Jr,UT,16,29,23,4,2,0,0,0,0,3,8,0,0,0.087,0.276,0.087,3,0,0,2,0,0,5,7,0.71
greenri01,1,Richie  Green,DOM,2015,Sr,OF,36,141,123,22,41,6,2,0,18,6,14,8,2,0.333,0.391,0.415,7,2,3,51,8,2,32,37,0.86
greenti01,27,Tim  Green,LAK,2011,Fr,,6,10,8,1,1,0,0,0,0,2,3,0,0,0.125,0.3,0.125,0,0,0,1,0,0,2,1,2.0
greenti01,27,Tim  Green,LAK,2012,So,P/1B,8,19,16,2,7,1,0,0,5,2,0,0,0,0.438,0.526,0.5,1,0,0,8,1,0,4,5,0.8
greenti01,27,Tim  Green,LAK,2013,Jr,P/IF,9,24,23,5,5,0,0,0,1,1,5,0,0,0.217,0.25,0.217,0,0,0,5,0,1,5,8,0.63
greenno01,14,Noah  Greenberg,CUW,2015,Jr,INF,34,122,103,13,29,4,0,0,18,17,19,1,0,0.282,0.383,0.32,0,0,2,33,4,3,37,14,2.64
gregoco01,3,Cody  Gregory,AUR,2016,Jr,OF,14,8,7,4,1,0,0,0,0,1,4,1,0,0.143,0.25,0.143,0,0,0,1,0,0,2,0,
gregoco01,3,Cody  Gregory,AUR,2017,Sr,OF,26,62,52,10,17,2,0,0,9,6,9,1,3,0.327,0.417,0.365,2,0,2,19,2,2,17,7,2.43
grimema01,18,Matt  Grimes,ROCK,2011,Fr,,26,64,55,13,18,3,0,1,6,8,21,9,0,0.327,0.422,0.436,1,0,0,24,4,1,9,7,1.29
grimema01,18,Matt  Grimes,ROCK,2012,So,OF,26,55,46,9,14,2,0,1,7,8,10,2,0,0.304,0.418,0.413,1,0,0,19,3,0,9,12,0.75
grimema01,18,Matt  Grimes,ROCK,2013,Jr,OF,38,145,128,22,37,9,0,2,19,8,32,17,3,0.289,0.359,0.406,7,2,0,52,11,0,34,22,1.55
grimema01,18,Matt  Grimes,ROCK,2014,Sr,OF,33,125,105,14,25,3,2,3,12,12,28,6,0,0.238,0.347,0.39,6,1,1,41,8,1,19,31,0.61
grollja01,23,Jake  Grollo,WLC,2014,Fr,INF/RHP,12,31,27,1,6,0,0,0,1,3,5,0,0,0.222,0.323,0.222,1,0,0,6,0,1,7,9,0.78
grollja01,23,Jake  Grollo,WLC,2015,So,,30,111,95,13,29,8,0,0,19,7,11,4,0,0.305,0.4,0.389,8,0,1,37,8,0,34,17,2.0
grollja01,23,Jake  Grollo,WLC,2016,Jr,OF,32,128,115,27,34,6,0,5,24,2,22,1,0,0.296,0.328,0.478,5,3,3,55,11,3,27,34,0.79
grollja01,23,Jake  Grollo,WLC,2017,Sr,OF,4,14,13,1,2,1,0,0,1,1,4,0,0,0.154,0.214,0.231,0,0,0,3,1,1,3,3,1.0
groomro01,47,Ronnie  Groom,AUR,2011,Jr,IF,2,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,2.0
grossni01,99,Nick  Gross,MSOE,2016,Fr,UT,26,84,66,13,20,5,0,1,10,12,20,0,0,0.303,0.412,0.424,1,1,4,28,6,1,19,12,1.58
grossni01,22,Nick  Gross,MSOE,2017,So,Utility,39,186,168,37,58,14,3,3,29,11,33,0,1,0.345,0.405,0.518,6,0,1,87,20,2,35,39,0.9
grossty01,6,Tyler  Gross,CUW,2013,Fr,RHP/OF,12,1,0,1,0,0,0,0,0,1,0,0,0,,1.0,,0,0,0,0,0,0,0,0,
gruenjo01,4,Josh  Gruenke,MAR,2012,Fr,OF,35,133,110,13,33,4,0,0,18,18,14,13,3,0.3,0.405,0.336,2,1,2,37,4,2,38,25,1.52
guentjo01,34,Josh  Guenthner,MAR,2010,Fr,,3,3,1,0,0,0,0,0,0,2,0,0,0,0.0,0.667,0.0,0,0,0,0,0,0,0,1,
gurajo01,26,Joe  Gura,EDG,2011,So,UTL,18,45,39,6,13,1,0,0,3,5,2,4,0,0.333,0.409,0.359,0,0,1,14,1,0,19,6,3.17
gurajo01,26,Joe  Gura,EDG,2012,Jr,UTL,22,22,16,3,6,1,0,0,4,3,1,0,1,0.375,0.45,0.438,0,1,2,7,1,0,10,1,10.0
gustco01,7,Cody  Gust,LAK,2010,Fr,RHP/UT,5,2,0,0,0,0,0,0,1,1,0,0,0,,1.0,,0,0,1,0,0,0,1,0,
gustast01,18,Steve  Gustafson,WLC,2010,So,,15,6,5,0,0,0,0,0,0,0,3,0,0,0.0,0.167,0.0,1,0,0,0,0,0,1,1,1.0
haaseco01,3,Cody  Haase,MAR,2010,Jr,,23,38,29,4,3,0,0,0,2,7,12,0,1,0.103,0.263,0.103,0,2,0,3,0,1,8,8,1.0
hagelbr01,33,Brandon  Hagel,WLC,2016,Jr,RHP/1B,8,8,7,0,1,0,0,0,0,1,2,0,0,0.143,0.25,0.143,0,0,0,1,0,0,4,0,
hallke01,21,Kelvin  Hall,MSOE,2011,Fr,,15,37,31,8,3,0,0,0,1,4,4,3,0,0.097,0.222,0.097,1,0,1,3,0,0,10,11,0.91
hansebe01,6,Ben  Hansen,MSOE,2010,Fr,P/1B,20,31,23,2,4,1,0,0,3,4,6,0,1,0.174,0.355,0.217,3,1,0,5,1,2,10,4,2.5
hansojo01,15,Joe  Hanson,WLC,2015,Fr,,3,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0,0,0,1,0,0,1,0,
hansojo01,15,Joe  Hanson,WLC,2016,So,INF,27,76,65,6,19,3,1,0,7,7,13,0,0,0.292,0.395,0.369,4,0,0,24,4,0,7,25,0.28
hansojo01,15,Joe  Hanson,WLC,2017,Jr,1B,19,72,62,8,14,1,0,3,11,8,27,0,0,0.226,0.333,0.387,2,0,0,24,4,2,10,10,1.0
harrijo01,42,Jody  Harrison,LAK,2016,Fr,OF,29,122,104,21,28,4,0,0,16,15,26,7,1,0.269,0.355,0.308,0,2,1,32,4,2,25,25,1.0
harrijo01,42,Jody  Harrison,LAK,2017,So,OF,27,99,85,13,22,0,0,0,10,6,24,8,2,0.259,0.343,0.259,6,2,0,22,0,0,17,16,1.06
hartbr01,7,Brannigan  Hart,WLC,2017,Fr,OF,30,123,110,11,34,5,0,0,13,13,21,3,2,0.309,0.382,0.355,0,0,0,39,5,2,28,24,1.17
haugejo01,44,Josh  Haugen,AUR,2013,Fr,IF,4,7,7,2,1,0,0,0,1,0,1,0,0,0.143,0.143,0.143,0,0,0,1,0,0,1,4,0.25
hayesry01,9,Ryan  Hayes,CUC,2012,Fr,P,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,
hebdabu01,26,Buster  Hebda,CUW,2013,Fr,OF,20,37,31,6,5,1,0,0,5,3,10,2,0,0.161,0.27,0.194,2,1,0,6,1,3,12,5,2.4
heftype01,15,Peter  Hefty,EDG,2013,Fr,C,5,8,5,1,1,0,0,0,2,1,1,0,0,0.2,0.25,0.2,0,2,0,1,0,0,2,3,0.67
heftype01,15,Peter  Hefty,EDG,2014,So,C,9,22,18,4,4,1,0,0,3,4,5,1,0,0.222,0.364,0.278,0,0,0,5,1,0,4,5,0.8
heftype01,14,Peter  Hefty,EDG,2015,Jr,C,31,95,85,13,23,1,0,0,10,8,15,0,2,0.271,0.33,0.282,0,1,1,24,1,2,22,22,1.0
heftype01,14,Peter  Hefty,EDG,2016,Sr,C,2,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
hegemky01,5,Kyle  Hegeman,CUW,2012,Fr,C,5,5,4,0,1,0,0,0,1,1,2,0,0,0.25,0.4,0.25,0,0,0,1,0,0,0,0,
hegemky01,5,Kyle  Hegeman,CUW,2013,So,C,30,111,97,14,24,7,1,0,23,10,22,0,0,0.247,0.315,0.34,1,3,0,33,8,1,29,25,1.16
hegemky01,5,Kyle  Hegeman,CUW,2014,Jr,C/1B,26,94,82,11,17,4,0,2,9,12,14,0,0,0.207,0.309,0.329,0,0,0,27,6,2,30,19,1.58
hegemky01,5,Kyle  Hegeman,CUW,2015,Jr,1B/DH,34,99,82,13,21,5,0,0,15,17,15,0,0,0.256,0.384,0.317,0,0,0,26,5,1,20,23,0.87
heinjo01,31,Josh  Hein,MSOE,2013,Sr,C,9,31,30,1,4,0,0,0,2,1,2,0,0,0.133,0.161,0.133,0,0,0,4,0,1,13,9,1.44
heinjo01,31,Joshua  Hein,MSOE,2010,Fr,C,3,7,6,0,0,0,0,0,0,1,2,0,0,0.0,0.143,0.0,0,0,0,0,0,0,0,3,
heinjo01,31,Joshua  Hein,MSOE,2011,So,,3,6,6,0,1,0,0,0,0,0,3,0,0,0.167,0.167,0.167,0,0,0,1,0,0,1,1,1.0
heinjo01,31,Joshua  Hein,MSOE,2012,Jr,C,5,10,9,0,0,0,0,0,1,0,4,0,0,0.0,0.0,0.0,0,1,0,0,0,1,2,3,0.67
heineja01,3,Jacob  Heinemeyer,LAK,2010,Sr,OF,38,175,156,38,48,6,4,2,17,15,19,19,4,0.308,0.368,0.436,1,2,1,68,12,0,40,46,0.87
heinequ01,42,Quinn  Heiner,BEN,2014,So,C,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,
heinequ01,18,Quinn  Heiner,BEN,2015,Jr,,21,50,44,4,12,2,0,0,7,2,10,0,0,0.273,0.319,0.318,1,0,3,14,2,0,12,12,1.0
heinrja01,25,James  Heinritz,MSOE,2010,Fr,IF,13,33,29,2,7,0,0,0,2,4,5,0,0,0.241,0.333,0.241,0,0,0,7,0,1,15,1,15.0
heinrja01,25,James  Heinritz,MSOE,2011,So,,1,1,1,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,
heinrja01,25,James  Heinritz,MSOE,2012,Jr,3B,14,41,37,4,6,0,0,1,4,2,8,0,0,0.162,0.205,0.243,0,0,2,9,1,0,12,10,1.2
